"Vaga","Nome da Empresa","Descrição da Vaga"
"Construction Superintendent","Hebert Construction, LLC","Job Description

The Superintendent will have direct responsibility for administrative and technical management of the construction site. This position will oversee self-perform labor and subcontractors. Other responsibilities include ensuring safety for all, monitoring the quality of work performed, and adhering to a schedule. The Superintendent will coordinate directly with a dedicated Project Manager.

ESSENTIAL JOB FUNCTIONS:

Supervise all workers at the job site
Review blueprints, plans, and other project related documents
Self-perform layout and stadia work
Attend daily/weekly meetings with subcontractors, project manager, and owners
Maintain project schedule and subcontractor coordination for trades on site
Balance time to keep track of progress of work being performed on the job or project
Daily reporting of hours, progress reports, safety records, and other related documents
Adhere to and enforce strict safety guidelines

EDUCATION, EXPERIENCE AND KNOWLEDGE QUALIFICATIONS:

Minimum 10 years of experience in commercial, institutional, industrial, or residential construction
Minimum 3 years of supervisory experience
Experience with projects $3M +
Knowledge and experience in all phases of construction from surveying and layout to finishes
Knowledge of Microsoft Office products
Ability to communicate effectively with workers, subcontractors, vendors, and office staff
Work with limited supervision and as part of a team
Ability to work under pressure to meet deadlines
Have reliable transportation
Ability to travel within the state of Maine

WORKING CONDITIONS/PHYSICAL DEMANDS:

Standing 7 or more hours/day
Walking 7 or more hours/day
Lifting 25-50 lbs w/ good body mechanics
Twisting Moderate: 121-480 twists/day
Bending Frequent: 481- or greater bends/day
Squatting/Kneeling 3-7 hours/day
Endurance Heavy Energy (7-9 mets)
Wrist Position Extensive Deviation
Pinch Position Frequent: 481- or greater pinches/day
Hand/Wrist Rep Frequent – 2881 or more (more than 6 per minute)
Manual Dexterity Gross dexterity w/ infrequent fine motor skills
Vision 20/40 required w/color discrimination/depth perception.
Working with arms above shoulder height required occasionally 3-6 hour/day.
Occasional requirement for use of Hepa Respirator.

This job description is not intended to be and should not be construed as an all-inclusive list of all the responsibilities, skills or working conditions associated with the position. While it is intended to accurately reflect the position activities and requirements, the Company reserves the right to modify, add or remove duties and assign other duties as necessary.

External and internal applicants, as well as position incumbents who become disabled as defined under the Americans with Disabilities Act, must be able to perform the essential job functions (as listed here) either unaided or with the assistance of a reasonable accommodation to be determined by management on a case by case basis.

Company Description

Hebert Construction is a full-service regional contractor based in Lewiston, Maine specializing in Commercial, Corporate, Healthcare, Institutional and Public Housing market segments. Our clients call on us for our expertise that includes General Contracting, Construction Management, Design/Build, Preconstruction and Self Performance services. Proudly serving Central, Coastal & Southern Maine since 1943.

Hebert Construction is a full-service regional contractor based in Lewiston, Maine specializing in Commercial, Corporate, Healthcare, Institutional and Public Housing market segments. Our clients call on us for our expertise that includes General Contracting, Construction Management, Design/Build, Preconstruction and Self Performance services. Proudly serving Central, Coastal & Southern Maine since 1943.
Show less"
"Construction Superintendent","PMCS INC","Job Description

Position Description:

As a Owner's Representative / Construction Manager, you will play a pivotal role in overseeing the design and construction of projects, particularly in the domains of Data Center, and Critical Facility Construction. Your responsibilities will include managing schedules, costs, field operations, project management processes, design coordination, and permit management. You will leverage your strong client relations, people management skills, and analytical prowess to ensure project success.

Minimum Qualifications:

Bachelor’s Degree in Construction Management or Engineering

7-10 years of experience working in either design or construction of projects. Experience in Labs, Semiconductor, Data Center, and/or Critical Facility Construction is necessary.
PMP, CCM, or PE license is a plus
Proficient use of MS-Word, Excel, PowerPoint, Project
History of strong client relations and people management skills.
Solid analytical and problem-solving skills are fundamental to the success of facility project managers
Skills to identify issues and proactively respond to project issues
Strong written and oral communication skills to exchange information with senior management, service providers, workers, and contractors

Tasks and Responsibilities:

SCHEDULE:

Review construction manager’s (CM) monthly forecast.
Hold weekly CPM schedule review meetings
Attend multiple CM/subcontractor detailed planning meetings
Owner Furnished Contractor Installed (OFCI) equipment schedule management
Vendor start up scheduling.
Commissioning schedule coordination
Owner/Direct vendor schedule management (IT, Roofing Consultant, Geotech, Third Party Insp
Customer Fitout – schedule management
Customer Fitout – Phase turn over alignment (base build & Tenant)

COST:

GMP buyout review and support
GMP buyout detailed analysis and ownership of recommendations
Provide VE recommendations with analysis
Change order review and approval (cost approval and process flow)
Proactive cost avoidance/reduction ideas
Monthly pay application review

FIELD:

QA/QC general oversight
QA/QC daily review and inspection with CM
Safety general oversight
Safety daily review & inspection with CM
facility coordination (MOP’s, Notifications)
Assess weekly progress and provide accurate reporting
Manage OFCI equipment inspection/receiving process

PROJECT MANAGEMENT:

Process cost documents (pay apps, change orders, etc.)
Manage and attend weekly OAC meetings and minutes
Provide weekly project reporting
Manage project closeout process (financial, O&M’s, punchlist, Ops, etc.)

DESIGN:

After initial design, manage design coordination efforts.
Coordinate customer fit out design package integration (non base-build)
Validate design cost and process changes
Management of construction administration process

PERMIT:

Manage and communicate overall permit process
AHJ inspection and certificate of occupancy process management

#DataCenterConstruction #ConstructionManager #OwnersRepresentative #JobsInGeorgia #JobsinAtlanta

Company Description

PMCS Group is a full service project management, construction management and inspection services firm with over 18 years’ experience in successful project delivery. Since our inception in 2005, our team has supported numerous entities and public works projects in the Southern California region. Our team is currently supporting entities such as the City of Los Angeles, Bureaus of Engineering, Sanitation, and Street Services; Los Angeles County Department of Public Works; Port of Long Beach; Los Angeles County Metropolitan Transportation Authority; Los Angeles Unified School District; Los Angeles Community College District (LACCD), and; California State University Long Beach, to name a few. Our team’s commitment to partnering has led to the successful delivery of over $4B worth of projects without any claims.

PMCS has expanded our expertise into the private sector, particularly focusing on large scale advanced technology and mission critical projects. Our team has delivered microchip manufacturing facilities, cleanrooms, labs and large scale data center facilities. We’ve expanded our reach into Northern California, Arizona, Oregon, Washington, Texas, and other states. PMCS supports entities such as QTS Data Centers, Vantage Data Centers, Cologix Data Centers, Intel, Lam Research, Samsung, TSMC, and others.

PMCS Group’s project portfolio also includes numerous public facility projects, such as the Port of Long Beach Fireboat Station 20 project, major water resource projects, including the City of LA / LAWA Argo Drain Sub-Basin Facility Project, and major educational projects, like the California State University Long Beach Parkside North Housing Residence Project. We bring extensive transportation and infrastructure project experience, including our work as a joint venture partner on LACMTA’s Purple Line Project and our work on LA County Department of Public Works’ Santa Anita dam.

We believe that every project success is based on partnering, collaboration, and consolidating resource pools to provide our clients with the optimum balance of flexibility and responsiveness needed to achieve high quality results for the best value.

PMCS Group is a full service project management, construction management and inspection services firm with over 18 years’ experience in successful project delivery. Since our inception in 2005, our team has supported numerous entities and public works projects in the Southern California region. Our team is currently supporting entities such as the City of Los Angeles, Bureaus of Engineering, Sanitation, and Street Services; Los Angeles County Department of Public Works; Port of Long Beach; Los Angeles County Metropolitan Transportation Authority; Los Angeles Unified School District; Los Angeles Community College District (LACCD), and; California State University Long Beach, to name a few. Our team’s commitment to partnering has led to the successful delivery of over $4B worth of projects without any claims. PMCS has expanded our expertise into the private sector, particularly focusing on large scale advanced technology and mission critical projects. Our team has delivered microchip manufacturing facilities, cleanrooms, labs and large scale data center facilities. We’ve expanded our reach into Northern California, Arizona, Oregon, Washington, Texas, and other states. PMCS supports entities such as QTS Data Centers, Vantage Data Centers, Cologix Data Centers, Intel, Lam Research, Samsung, TSMC, and others. PMCS Group’s project portfolio also includes numerous public facility projects, such as the Port of Long Beach Fireboat Station 20 project, major water resource projects, including the City of LA / LAWA Argo Drain Sub-Basin Facility Project, and major educational projects, like the California State University Long Beach Parkside North Housing Residence Project. We bring extensive transportation and infrastructure project experience, including our work as a joint venture partner on LACMTA’s Purple Line Project and our work on LA County Department of Public Works’ Santa Anita dam. We believe that every project success is based on partnering, collaboration, and consolidating resource pools to provide our clients with the optimum balance of flexibility and responsiveness needed to achieve high quality results for the best value.
Show less"
"Construction Superintendent","City of Scottsdale","Introduction

This job posting has been extended. If you have already submitted an application, it is still being considered and you do not need to submit another application unless you have additional information to include.

Manages staff in the delivery of multiple large, complex construction projects for the City of Scottsdale with an emphasis on Water/Wastewater Projects.

Minimum Qualifications

Education and Experience

A Bachelor's Degree in Construction Management, Civil Engineering, Architecture or a related field from an accredited educational institution.
Five years of experience in construction management, which includes two years' experience related to public agency projects. Experience working with professional consultants and construction contractors.
Any equivalent combination of education and/or job-related experience that meets the minimum qualifications may be substituted.

Licensing, Certifications and Other Requirements

Must possess and maintain a valid, unrestricted driver's license with no major citations within the past 39 months prior to the start date. The Arizona Department of Motor Vehicles requires that out-of-state driver's licenses must be surrendered within 10 days of relocating to the State of Arizona.
Every person employed by the City of Scottsdale shall reside in the State of Arizona during his or her active employment by the City, regardless of whether the employee is approved to remote work.

Other pertinent licenses and/or certifications may be required of some positions depending on department/section assignment.

Essential Functions

Performs duties and responsibilities commensurate with assigned functional area which may include, but are not limited to, any combination of the following:

Coordinates daily construction activities of staff per established goals.
Reviews documents for acceptable construction standards prior to bidding. Seeks to find value engineering improvements throughout project duration. Conducts pre-construction conferences.
Investigates and resolves all construction-related input from citizens.
Prepares pay estimates and change orders and monitors contract warranty requirements.
Enforces contract provisions.
Supervises employees and coordinates personnel-related activities to include, but not limited to: training, approving work schedules, recommending/approving personnel actions, coaching and counseling, establishing performance goals, and writing performance evaluations.
Stays current with the field reporting requirements based on project funding sources.

Work Environment/Physical Demands

Lifts and transports materials including maps, blueprints and bid packages weighing up to 50 pounds.
Seldom sedentary and includes walking or moving in field conditions for extended periods of time. Work sometimes involves climbing elevations, traversing over rough terrain.
Exposure to dust, grease, noise, inclement weather, temperature extremes and unpleasant but not hazardous odors.
Some work is performed in a normal City office environment.
Operate a variety of standard office equipment including computer, telephone, calculator, copy and fax machines requiring continuous and repetitive arm, hand, and eye movement.
Travel to/from meetings, job sites and various locations.
Operate a motor vehicle.
Visual and muscular dexterity to operate equipment, computer and two-way radio.

To view the full job description, work environment and physical demands, click here.

Benefits Highlights

The City of Scottsdale offers a comprehensive benefits package including:

12 Paid Holidays, which includes 1 Floating Holiday
Vacation Accrual; starts at 10.3 hours/month
Sick Leave Accrual; 8 hours/month
Medical (which includes behavioral health coverage), Dental and Vision Benefits
City Paid Basic Life Insurance (equal to one times employee annual salary); option of Supplemental Life Insurance
Tuition Reimbursement; $2,500/year
Participation in the Arizona State Retirement System (ASRS) Defined benefit plan with mandatory employer and employee contributions currently at 12.29% which includes a Long-Term Disability benefit
Supplemental Retirement Plans through Nationwide; 457
Pet Insurance
Bilingual pay compensation

Please visit the Benefits Information page for more information.

Selection Process

The application and supplemental questions are an integral part of the selection process and must be completed in full in order for you to be considered as a candidate. Please complete each section and answer all questions as thoroughly as possible. DO NOT state ""See Resume"" in lieu of answering. Unanswered questions, incomplete responses, omissions, or partial information may result in disqualification from the selection process.

Education

Applicants whose education, training and experience most closely meet the needs of the position may be invited to participate in a selection process that may include a panel interview. Successful candidates will receive a post-offer, pre-employment background screening that may include:

Fingerprinting search of the national FBI Database
Criminal Background screening
Drug Screen
39-Month Motor Vehicle Department Records Check

The City of Scottsdale reserves the right to change this process at any time, potentially without advance notice.

PLEASE NOTE: Years of experience are based on a work schedule of 2,080 hours per year for full-time positions and 1,040 hours per year for part-time positions, and while work experience may substitute for education on a year-for-year basis, depending upon the job classification, education may not be substituted for work experience.

EQUAL EMPLOYMENT OPPORTUNITY: It is the policy of the city to provide employment opportunities to all persons based solely on ability, regardless of race, color, religion, sex, national origin, age, sexual orientation, gender identity or disability.

When advised, reasonable accommodations will be made in order for an ""otherwise qualified applicant"" with a disability to participate in any phase of the recruitment process. Please contact Human Resources to request an accommodation. Persons with a disability may request a reasonable accommodation by contacting HR Receptionist at (480) 312-2491. Requests should be made 24 hours in advance or as early as possible to allow time to arrange the accommodation. For TTY users, the Arizona Relay Service (1-800-367-8939) may contact HR Receptionist at (480) 312-2491.

This position description does not constitute an employment agreement between the employer and employee and is subject to change by the employer as the needs of the employer and requirements of the position change.

Closing Date/Time: 5/31/2024 11:59 PM Arizona
Show less"
"Construction Superintendent","Arzuman Brothers, Inc.","Job Description

Arzuman Brothers is looking to hire a Construction Superintendent to work for a luxury design and construction company. The Construction Superintendent (CS) is responsible for the supervision of all assigned field activities related to the physical construction and Company’s quality management requirements. The CS’s duty is to ensure that projects are built in accordance with construction schedules, construction blueprints, building codes, construction details and subcontracts.

Key responsibilities include ensuring maintaining jobsite conditions in ways that eliminate risks for jobsite neighbors, visitors, the public, stakeholders, as well as maintaining job site safety rules.

Essential Job Functions:

Coordinate scheduling of all trades, including subcontractors, inspectors, architects, designers and vendors to complete each project on time.
Outlines and directs work from blueprints, sketches, or verbal instructions concerning asphalt, concrete or gunite work, excavating and grading, fencing, revetment and pipeline installation, landscaping, weed abatement, safety procedures, and filed inspections.
Work with appropriate staff during the pre-construction, construction and post construction of each project.
Coordinate, lead, and manage the on-site construction team.
Oversee and implement safety and communication procedures for all job sites.
Organize and facilitate cross-trade meetings.
Complete all appropriate trades forms to ensure accuracy.
Mitigate mistakes and defects ahead of construction.
Monitor and procure necessary materials for all construction jobs as needed to ensure quality control standards are met at various stages of the project.
Inspect the work of crews to ensure quality and timely performance and compliance with plans and specifications.
Reviews work request and prepares cost estimates, priority recommendations, and designs as necessary.
Ensures compliance with applicable building, fire and safety codes and recommends or initiates programs to correct deficiencies.
Reviews plans and specifications, identifying and reporting observed design deficiencies.
Coordinates internal/external quality control and inspections with local county/city inspector to meet the varying safety and compliance regulations.
Prepare daily and weekly reports in accordance with the Company’s policies and procedures.
Travel between multiple job sites.
Perform all other relevant duties as assigned by CM (Construction Manager).

Position Requirements:

High school diploma is preferred; however, equivalent work experience is acceptable.
5 years of recent experience in construction management.

Knowledge, Skills and Abilities:

Ability to accept constructive criticism from colleagues and supervisors.
Ability to demonstrate professional behavior and actions consistent with the Company’s core values.
Excellent communication skills and ability to facilitate meetings, both in person and virtually.
Ability to plan, organize and prioritize multiple tasks.
Basic working knowledge of Microsoft Office Suite. Microsoft Office (Excel, Word, Power Point), Adobe PDF suite) and ability to use the Internet to quickly obtain information.
Demonstrated leadership skills.

Physical Expectations:

Must be able to traverse and inspect all areas of jobsite in all types of weather (hot and cold weather); this may include walking, climbing, reaching, bending, crawling, or stretching.
Must be able to lift upwards to 50 pounds at a time.
May require travel.
Exposure to characteristic construction site dangers such as dust, asbestos, mold and lead.

Other Requirements

Must have a valid driver’s license and a vehicle capable of carrying supplies, preferably a pickup truck.
Ability to follow directions from a supervisor.
Ability to work additional hours as necessary to meet business needs.
Certification in OSHA regulations (minimum 10-hour OSHA certification).
First aid Certification.

Employee Benefits

AB associates will be eligible for many benefits in accordance with AB’s policies and applicable plan terms, including:

Health Insurance – Medical Insurance & Dental Insurance
Paid Time Off (PTO) + Paid Holidays
Simple IRA Retirement Plan with company match
Paid Maternity Leave
Potential growth within a growing organization. We promote from within.

AB is an equal opportunity employer and complies with all applicable federal, state, and local fair employment practices laws.

Disclaimer: This description outlines the basic responsibilities and requirements for the position noted. This is not a comprehensive listing of all job duties for this position. Duties, responsibilities, and activities may change at any time with or without notice.

Company Description

Arzuman Brothers is a dynamic luxury design-build development firm renowned for crafting award-winning homes in the most affluent areas of Southern California. With an unwavering commitment to quality and design, we cultivate a dynamic work environment characterized by passion, excellence, and mutual respect. At AB, we understand that excellence goes beyond crafting exceptional homes – it also hinges on attracting and leveraging the finest talent. Join our team for a career defined by growth, innovation, and an unyielding dedication to the highest standards in luxury design and construction.

Arzuman Brothers is a dynamic luxury design-build development firm renowned for crafting award-winning homes in the most affluent areas of Southern California. With an unwavering commitment to quality and design, we cultivate a dynamic work environment characterized by passion, excellence, and mutual respect. At AB, we understand that excellence goes beyond crafting exceptional homes – it also hinges on attracting and leveraging the finest talent. Join our team for a career defined by growth, innovation, and an unyielding dedication to the highest standards in luxury design and construction.
Show less"
"Construction Superintendent","Hands On Hartford","Job Description

FACILITY/TENANT ASSISTANT

Wanted: Versatile individual to join our team at Hands On Hartford as a Facility/Tenant Assistant providing tenants of 55 Bartholomew Avenue with a safe, secure environment as well as assistance to scattered site tenants, to help all maintain good health and stable housing.

When: 30 hours per week position, 3rd shift, 10p-8am Thursday-Saturday.

Pay: $17-$21 per hour.

Why work at Hands On Hartford: Hands On Hartford, located in the vibrant Parkville neighborhood of Hartford, in partnership with others, strengthens community in Hartford by responding faithfully to people in need through programs that change lives and renew human possibility. We’re a 54-year-old non-profit that values diversity, team work, and takes a strengths’ based, collaborative approach to all we do.

As a Facility/Tenant Assistant, you will do many things including but not limited to:

Maintain a safe and secure environment for all tenants of 55 Bartholomew Avenue.
Assist tenants with health care involvement, access to nursing services and medication supports as needed.
Work to avert and manage crisis and other emergency situations.
Provide services in a culturally competent manner and uphold elements of trauma sensitive care.

You may be a good fit if you:

Believe in our mission and core values and are committed to diversity, equity and inclusion.
Have a minimum of high school diploma or GED plus at least 1-year related experience.
Have a demonstrated knowledge, interest, and experience in services/issues related to HIV, homelessness, substance abuse and mental illness.
Have a demonstrated ability and experience engaging/supporting individuals in crisis management.
Have knowledge and proficiency in using computer applications, including standard Windows applications.
Have a valid driver’s license and ability to lift and carry at least 25 pounds.
Ability to remain on duty until new staff arrives during inclement weather.

What we offer full time employees:

Generous medical/dental/disability/life benefits.
Dedicated, diverse, and friendly co‐workers.
Paid time off –holidays, vacation, personal time, and sick leave.
401 K contribution and employer match.
Free on-site parking

If this sounds like a good fit to you:

Send letter of interest and resume to: Liz Pantoja, Program Manager Housing Services

Hands On Hartford, 55 Bartholomew Ave, Hartford CT 06106.

Email: lpantoja@handsonhartford.org

Closing date: 06/15/24

AA/EOE

Company Description

Hands On Hartford, in partnership with others, strengthens community in Hartford by responding faithfully to people in need through programs that change lives and renew human possibility. We’re a 54-year old nonprofit that values team work, inclusivity, and takes a strengths-based, harm reduction, collaborative approach to all we do.

Hands On Hartford, in partnership with others, strengthens community in Hartford by responding faithfully to people in need through programs that change lives and renew human possibility. We’re a 54-year old nonprofit that values team work, inclusivity, and takes a strengths-based, harm reduction, collaborative approach to all we do.
Show less"
"Consultant","Diverserec","Check Your Email Inbox After Applying For Next Steps. After applying , You will get an email within 5 minutes for next steps to follow your application.

This is a Remote Position.

Our company is looking for qualified candidates to participate in paid national and local focus groups, clinical trials, and also market research studies.

For the majority of our paid market research assignments, you have the option to participate remotely or in person. This provides a great opportunity for you to earn extra income while working from the comfort of your home.

Job Requirements:

Show up at least 10 mins before the scheduled start time of the discussion

Contribute to the discussion by completing both written and oral instructions

Fill out the written survey provided for each panel

You will be required to try out the provided products and/or services and be ready to discuss them before the meeting date

Qualifications:

A smartphone with a functioning camera or webcam on a desktop/laptop is required.

High-speed internet access is necessary.

Ability to comprehend and follow both oral and written instructions

Data entry clerk experience is not compulsory

Benefits:

Flexibility to take part in discussions in person or remote

Work at home allows you to avoid a commute

No minimum hours required. You can do this full-time or part-time

Receive complimentary samples from our sponsors and partners in exchange for providing honest feedback on their products

Opportunity to test and review new products or services before they are released to the public

This is Remote Job

Compensation:

$30 - $75 (per 1 hr session)

$950- $1550 (multi-session)

This position is suitable for those seeking temporary, part-time, or full-time work. The hours are flexible and no prior experience is required. This is an excellent opportunity to supplement your income if you are a data entry clerk or anyone seeking a flexible part-time remote work from home job.

Apply on our website now and see if you qualify
Show less"
"Consultant","Diverserec","Check Your Email Inbox After Applying For Next Steps. After applying , You will get an email within 5 minutes for next steps to follow your application.

This is a Remote Position.

Our company is looking for qualified candidates to participate in paid national and local focus groups, clinical trials, and also market research studies.

For the majority of our paid market research assignments, you have the option to participate remotely or in person. This provides a great opportunity for you to earn extra income while working from the comfort of your home.

Job Requirements:

Show up at least 10 mins before the scheduled start time of the discussion

Contribute to the discussion by completing both written and oral instructions

Fill out the written survey provided for each panel

You will be required to try out the provided products and/or services and be ready to discuss them before the meeting date

Qualifications:

A smartphone with a functioning camera or webcam on a desktop/laptop is required.

High-speed internet access is necessary.

Ability to comprehend and follow both oral and written instructions

Data entry clerk experience is not compulsory

Benefits:

Flexibility to take part in discussions in person or remote

Work at home allows you to avoid a commute

No minimum hours required. You can do this full-time or part-time

Receive complimentary samples from our sponsors and partners in exchange for providing honest feedback on their products

Opportunity to test and review new products or services before they are released to the public

This is Remote Job

Compensation:

$30 - $75 (per 1 hr session)

$950- $1550 (multi-session)

This position is suitable for those seeking temporary, part-time, or full-time work. The hours are flexible and no prior experience is required. This is an excellent opportunity to supplement your income if you are a data entry clerk or anyone seeking a flexible part-time remote work from home job.

Apply on our website now and see if you qualify
Show less"
"Consultant","Diverserec","We are in search of diligent, detail-oriented individuals to join our team as Remote Entry-Level Data Entry Clerks. If you have a passion for precision and thrive in independent work environments, this opportunity might be your ideal fit. Come join us in contributing to a dynamic, expanding organization where your skills will have a tangible impact

Responsibilities:

Precisely input data into our systems from various sources.

Scrutinize and validate data for inconsistencies or errors.

Uphold data integrity and confidentiality at all times.

Organize and prioritize data entry tasks to meet deadlines.

Collaborate with team members to ensure data accuracy and consistency.

Conduct quality checks on completed work.

Assist in developing and implementing data entry processes.

Address data entry issues as they arise.

Generate necessary reports and summaries.

Maintain databases with up-to-date information.

Participate in training programs to enhance data entry skills.

Adhere to company policies and procedures for data management.

Provide support to other departments with data-related tasks.

Maintain a high level of attention to detail and accuracy.

Adapt to new data entry technologies and tools.

Qualifications:

High school diploma or equivalent.

Proficiency in Microsoft Office and strong computer skills.

Excellent typing speed and accuracy.

Strong attention to detail and organizational skills.

Ability to work independently and remotely.

Effective written and verbal communication skills.

Basic knowledge of data entry best practices.

Problem-solving skills and a proactive attitude.

Willingness to learn and adapt to new processes.

Reliable internet connection and a suitable remote work environment.

Benefits:

Competitive entry-level salary.

Flexible remote work schedule.

Opportunities for career growth and advancement.

Ongoing training and development programs.

Supportive and collaborative team environment.

Access to cutting-edge data entry tools and technology.

Health, dental, and vision insurance options.

Generous paid time off and holidays.

Employee recognition and appreciation programs.

Work-life balance and remote work options.

Employee assistance program for personal and professional support.
Show less"
"Consultant","Diverserec","Check Your Email Inbox After Applying For Next Steps. After applying , You will get an email within 5 minutes for next steps to follow your application.

This is a Remote Position.

Our company is looking for qualified candidates to participate in paid national and local focus groups, clinical trials, and also market research studies.

For the majority of our paid market research assignments, you have the option to participate remotely or in person. This provides a great opportunity for you to earn extra income while working from the comfort of your home.

Job Requirements:

Show up at least 10 mins before the scheduled start time of the discussion

Contribute to the discussion by completing both written and oral instructions

Fill out the written survey provided for each panel

You will be required to try out the provided products and/or services and be ready to discuss them before the meeting date

Qualifications:

A smartphone with a functioning camera or webcam on a desktop/laptop is required.

High-speed internet access is necessary.

Ability to comprehend and follow both oral and written instructions

Data entry clerk experience is not compulsory

Benefits:

Flexibility to take part in discussions in person or remote

Work at home allows you to avoid a commute

No minimum hours required. You can do this full-time or part-time

Receive complimentary samples from our sponsors and partners in exchange for providing honest feedback on their products

Opportunity to test and review new products or services before they are released to the public

This is Remote Job

Compensation:

$30 - $75 (per 1 hr session)

$950- $1550 (multi-session)

This position is suitable for those seeking temporary, part-time, or full-time work. The hours are flexible and no prior experience is required. This is an excellent opportunity to supplement your income if you are a data entry clerk or anyone seeking a flexible part-time remote work from home job.

Apply on our website now and see if you qualify
Show less"
"Consultant","Paragon Prime Solutions","Job Description

Join our team as a Retail Sales Consultant (RSC) and become a pivotal figure in representing our brand to our expansive customer base across the nation. As an RSC, you'll immerse yourself in showcasing the diverse range of telecommunication products, services, and entertainment choices, tailoring solutions to suit the dynamic lifestyles of our clientele in the bustling realm of retail sales.

We provide:

Fully Performance Based Compensation
Comprehensive Paid Training and Opportunities for Advancement
Supportive team dynamics fostering growth and collaboration

Your daily duties will include:

Delivering exceptional customer service with empathy and insight into individual needs
Crafting personalized solutions that add tangible value for each customer, whether they're individuals, families, or businesses
Upholding the professionalism and goodwill of our company in all interactions
Assisting store management with operational tasks as needed
Collaborating to drive team sales objectives and enhance customer satisfaction
Meeting sales targets and achieving milestones, with potential for bonus incentives
Engaging with community leaders to establish a prominent presence and contribute to local initiatives

We're looking for candidates who possess:

Strong communication skills
A positive attitude and a knack for technology; an entrepreneurial mindset is a plus
Dedication to delivering outstanding customer experiences with honesty and integrity
While previous retail sales experience is beneficial, it's not mandatory
Legal eligibility to work in the United States and reliable transportation
Comfort with operating computers and wireless devices

Working Conditions:

Ability to lift up to 10 pounds and perform inventory-related tasks
Willingness to stand for extended periods to provide top-notch customer service
Adaptability to a fast-paced environment and ability to multitask effectively
Capacity to handle customer inquiries or issues under pressure
Flexibility to adjust to varying noise levels and media distractions
Strong problem-solving skills, particularly in high-pressure situations

How to Apply:

If you're a customer-oriented individual with a dedication to delivering outstanding service, we invite you to submit your resume for immediate consideration.

This role revolves around client interactions, fostering customer engagement, and entails sales responsibilities as part of the day-to-day tasks specific to this position within our telecommunications company.
Show less"
"Consultant","Ignite Recruitment","As a Sales Consultant, your role will be to sell the company's food and related products to customers in the Altoona and DuBois/Clearfield regions.

Your primary responsibilities will include developing new business by finding and pitching to prospective customers, growing sales with existing customers by promoting the full product line, providing excellent customer service and product knowledge, and ensuring customer orders are processed and delivered accurately.

To qualify for this position, you should have at least 3 years of sales, restaurant management, or customer service experience, a valid driver's license with a good driving record, and the ability to build relationships and sell consultatively.

There are a range of benefits which includes a company vehicle or mileage reimbursement, paid training to develop your sales skills, opportunities for career growth and advancement, and a comprehensive benefits package including health insurance, 401(k), and more.

Powered by JazzHR

140DbSPE12
Show less"
"Consultant","Arima Tours","Únete a nuestro equipo como agente de viajes independiente, pon en practica tus conocimientos y sigue aprendiendo. Planearás el viaje de sus sueños de tus clientes. Utilizando las mejores plataformas, tarifas y beneficios exclusivos! Conviértete en Agente de Viajes Independiente 100% desde CASA.

Buscamos un Asesor Independiente de Viajes a destinos, nacionales o internacionales con gusto por trabajar de manera Independiente o Freelance Remoto; altamente organizado y orientado a los detalles para unirse a nuestro equipo a tiempo parcial o total (a tu elección) , trabajando vía remota. Usted será responsable de coordinar y reservar los arreglos de viaje para sus propios clientes, utilizando nuestro sistema de reservas en línea con múltiples proveedores con acceso directo.

Habilidades y requisitos:

Experiencia en ventas (preferente)
Puntualidad
Responsabilidad
Ser Organizado
Excelentes habilidades de comunicación
Habilidad para resolver conflictos
Home office / presencial
Horarios Flexibles
Habilidades Administrativas
Altos niveles de iniciativa, capacidad de respuesta, flexibilidad y compromiso

Nuestros agentes reciben:

Credenciales, Seguros E&O, Licencias, Certificaciones
Opción de especializarse en nichos y/o destinos específicos
Numerosas capacitaciones para proveedores y empresas
Horario flexible
Posibilidad de participar en FAM Trips
Descuentos y ventajas para agentes de viajes

¿Qué necesitas?

Bachillerato con certificado, Licenciatura o Ingeniería (Es indistinto) el requisito principal es tener pasión por los viajes
Búsqueda de equilibrio y crecimiento en los ámbitos económico, profesional y personal
Capacidad para generar un impacto social
Visión empresarial
Enfoque en resultados
Tolerancia a la frustración

Si te apasiona viajar y ayudar a otros a crear experiencias inolvidables, te alentamos a postularte para esta emocionante oportunidad de negocio.

Obtén más información aqui: https://wa.link/sel5ag

Powered by JazzHR

zJgpOlrUZi
Show less"
